image,price,name,barcode,description
https://image.pxgo.com.tw/pic/2025/02/27/1f41df0f4d34434ca2f3ea5d0e9fe863.jpg,127,石二鍋沙茶醬 240g,4710582660788 ,
https://image.pxgo.com.tw/pic/2025/02/27/0299585367ff42c791f130d498247248.jpg,108,福忠字號 蒜蓉辣椒醬 180g,4710887929511 ,
https://image.pxgo.com.tw/pic/2025/02/27/fe4cbc04f64e4f37bc9a2344ffbcd1ee.jpg,99,福壽頂級香油 500g,4710200002549 ,
https://image.pxgo.com.tw/pxmart-pic/4710063041464/4710063041464.jpg,79,淬釀日式和風醬油露-干貝風味 300ml,4710063041464 ,
https://image.pxgo.com.tw/pic/2025/02/26/1dfc1d1cbc714ff892246ea8c6937fd0.jpg,125,丸莊薄鹽釀造醬油 450ml,4710099450339 ,
https://image.pxgo.com.tw/pic/2025/02/27/6bda5bb86bdf4fe5bbb9b638198a52c7.jpg,239,屏大薄鹽醬油 710ml,4712523590109 ,
https://image.pxgo.com.tw/pic/2025/02/26/ec28cc47935043ce9c5a56b6cfdb9cf8.jpg,144,義美蒜蓉辣椒醬 230g,4710126397156 ,
https://image.pxgo.com.tw/pic/2025/02/26/87124af2fd0b4889abd3be69e18dd3b2.jpg,72,萬家香大吟釀醬油 1000ml,74261041249 ,
https://image.pxgo.com.tw/pic/2025/02/27/57049141300648d19eda6e60ab9d363d.jpg,132,韓廚辣椒醬 500g,8809056511216 ,
https://image.pxgo.com.tw/pxmart-pic/4710063041990/4710063041990.jpg,64,味全日式和風醬油-鰹魚露 340ml,4710063041990 ,
https://image.pxgo.com.tw/pxmart-pic/4711001501064/4711001501064.jpg,34,萬家香糯米醋(穀物釀造醋) 595ml,4711001501064 ,
https://image.pxgo.com.tw/pic/2025/02/27/579e6f9126c64606b0a81cf8b270eaf6.jpg,125,日正南北坊小磨香油 295ml,4710943107082 ,
https://image.pxgo.com.tw/pic/2025/02/27/4d56545db30a4309aab711618be9e912.jpg,206,萬家香薄鹽有機醬油 350ml,4711001735025 ,
https://image.pxgo.com.tw/pxmart-pic/4710126397163/4710126397163.jpg,144,義美朝天辣椒醬 230g,4710126397163 ,
https://image.pxgo.com.tw/pxmart-pic/8801161500017/8801161500017.jpg,149,韓英韓國新松辣椒醬 500g,8801161500017 ,
https://image.pxgo.com.tw/pic/2024/03/22/a898edc2-6df3-490a-80c2-9605c205eb64.jpg,79,淬釀醬油露 500ml,4710063045257 ,
https://image.pxgo.com.tw/pxmart-pic/4719870754826/4719870754826.jpg,205,福華牌100%純胡麻油 500ml,4719870754826 ,
https://image.pxgo.com.tw/pic/2025/03/02/2ca3ba1841144064a28c88d1b1145716.jpg,86,牛頭牌沙茶醬-素食 250g,4711258340010 ,
https://image.pxgo.com.tw/pxmart-pic/4711258320012/4711258320012.jpg,106,牛頭牌沙茶醬-麻辣 250g,4711258320012 ,
https://image.pxgo.com.tw/pic/2023/12/07/d22e56ac-8fd3-4cac-90b0-947f670536cf.jpg,109,李錦記蒜蓉辣椒醬 368g,78895770025 ,
https://image.pxgo.com.tw/pxmart-pic/6290090018885/6290090018885.jpg,63,HEINZ亨氏白醋 473ml,6290090018885 ,
https://image.pxgo.com.tw/pic/2025/02/27/880f2d8a3187450d9a3d25aead1e5036.jpg,168,福華牌沙茶醬 737g,4719870752358 ,
https://image.pxgo.com.tw/pic/2023/12/07/971c629b-909c-488b-90f9-effa2d24c0f5.jpg,59,大同辣椒醬 420g,4710883101140 ,
https://image.pxgo.com.tw/pic/2025/02/26/1963b7df416f4245b8d29677e56516c2.jpg,49,味王婦友純釀造醬油(非基改黃豆) 780ml,4710008316091 ,
https://image.pxgo.com.tw/pic/2025/02/27/64f08fbaed284d8db9a48c28c991db0f.jpg,149,萬家香松露薄鹽黑豆醬油 350ml,4711001835015 ,
https://image.pxgo.com.tw/pxmart-pic/4901117176014/4901117176014.jpg,79,生活良好橙醋調味醬 360ml,4901117176014 ,
https://image.pxgo.com.tw/pic/2025/02/27/b85bdc8b8d30480797f56c4fd1bdcf57.jpg,50,舒立效潤喉糖-柑橘風味 20.8g(8粒),4719892030199 ,
https://image.pxgo.com.tw/pic/2025/02/27/81addcbbd7a640f0af3713389142c119.jpg,50,舒立效潤喉糖-勁涼薄荷風 20.8g(8粒),4719892030229 ,
https://image.pxgo.com.tw/pic/2025/02/27/7019dc55b970437b8c2418d54b421472.jpg,121,Airwaves超涼無糖口香糖-極酷嗆涼 109.2g,4718201214756 ,
https://image.pxgo.com.tw/pic/2025/02/27/b45b414fe3744d12909b0e249b9eda06.jpg,121,Airwaves無糖口香糖-超涼薄荷加量包 109.2g,4718201214121 ,
https://image.pxgo.com.tw/pic/2025/02/27/2053c35aaada48918951bb7bc5b0adfd.jpg,121,AIRWAVES SUPER極酷嗆涼口香糖-紫冰野莓 109.2g,4718201215005 ,
https://image.pxgo.com.tw/pic/2025/02/26/bd724d9aa52847e99d8f6b9b4b1b8612.jpg,95,京都念慈菴枇杷潤喉糖-原味 60g,81364361846 ,
https://image.pxgo.com.tw/pxmart-pic/4897022621049/4897022621049.jpg,65,京都念慈菴雙層枇杷軟喉糖-原味 60g,4897022621049 ,
https://image.pxgo.com.tw/pic/2023/11/18/66f20fe7-bdba-4b71-b1ee-f3e48b4d5f86.jpg,44,AIRWAVES超涼薄荷錠-酷涼薄荷口味 24.3g,47117686 ,任2件85元
https://image.pxgo.com.tw/pic/2025/02/27/9ed005d845d04ea0bf98cf37d5b68e37.jpg,29,飛壘Xylitol無糖口香糖-葡萄口味 40g,4710430009493 ,
https://image.pxgo.com.tw/pic/2025/02/27/8393e396f5c549a69adee1d7ede3405c.jpg,49,雪天果雪鹽檸檬無糖硬喉糖超值包 70.5g,4710944702316 ,
https://image.pxgo.com.tw/pxmart-pic/7610700605028/7610700605028.jpg,62,利口樂瑞士草本喉糖 31.5*2入裝,7610700605028 ,
https://image.pxgo.com.tw/pxmart-pic/4715243882080/4715243882080.jpg,48,喉立爽爽喉軟糖 65g,4715243882080 ,
https://image.pxgo.com.tw/pic/2025/02/27/c24ee3fab1e84524aec74e801c1968d0.jpg,48,Airwaves超涼無糖口香糖-超涼薄荷 36.4g,4710716334165 ,任2件90元
https://image.pxgo.com.tw/pxmart-pic/8859386853302/8859386853302.jpg,89,泰國牛乳片 75g(25g*3入),8859386853302 ,
https://image.pxgo.com.tw/pic/2025/02/26/7972282252824a0f9c84705f52e247fc.jpg,58,易口舒無糖薄荷錠-勁爽薄荷 31g,47112513 ,任2件105元
https://image.pxgo.com.tw/pic/2025/02/27/00f5ae237eb0426c83826569ef040aa6.jpg,48,Extra潔淨無糖口香糖-清檸薄荷26粒 36.4g,4710716337968 ,任2件90元
https://image.pxgo.com.tw/pic/2025/02/27/1d675ec34a4e4a408b5ee4bf5fe0bfd4.jpg,121,Extra潔淨無糖口香糖-薄荷口味 109.2g,4718201217252 ,
https://image.pxgo.com.tw/pic/2025/02/26/d7b6bfa4f4b5434e8096615699b8210b.jpg,58,易口舒無糖薄荷錠-清爽蜜桃口味 31g,47115682 ,任2件105元
https://image.pxgo.com.tw/pic/2025/02/27/b84dc0cd6e8e40bfb6606f8ef77ed23c.jpg,48,Airwaves無糖口香糖-極酷嗆涼薄荷 36.4g,4710716334875 ,任2件90元
https://image.pxgo.com.tw/pic/2025/02/27/bc7599d2d6564f82a8479e72db15e924.jpg,28,LOTTE檸檬糖 17.5g,8801062221974 ,
https://image.pxgo.com.tw/pic/2024/02/02/03fa49f7-018c-4f96-bdca-c33ccb45427d.jpg,209,利口樂瑞士草本喉糖-原味 250g,7610700600054 ,
https://image.pxgo.com.tw/pic/2025/02/27/df023c8fe61944fd874aac7144490b41.jpg,68,利口樂草本潤喉糖-冰川薄荷(無糖) 27.5g*2入,4718262062877 ,
https://image.pxgo.com.tw/pxmart-pic/47117709/47117709.jpg,44,AIRWAVES超涼薄荷錠-蜂蜜檸檬口味 24.3g,47117709 ,任2件85元
https://image.pxgo.com.tw/pxmart-pic/4716521388720/4716521388720.jpg,64,樺達硬喉糖-超涼薄荷 76g(2條裝),4716521388720 ,
https://image.pxgo.com.tw/pic/2025/02/27/7ca4135c8048490da30ae102ff499769.jpg,104,Airwaves超涼薄荷糖 90g(3條裝),4710716336152 ,任2件199元
https://image.pxgo.com.tw/pic/2025/02/26/58adebe1104c41d895263ae0a541d313.jpg,58,易口舒無糖薄荷錠-沁香葡萄口味 30g,47118416 ,任2件105元
https://image.pxgo.com.tw/pic/2025/02/27/fd48906350364df2ac0d70205e044826.jpg,159,樺達喉糖-薄荷 160g,9314057013670 ,
https://image.pxgo.com.tw/pic/2025/02/27/c8f56e9397924a9084ee5d9518abc24b.jpg,122,龍角散薄荷草本喉糖 100g,4987240608226 ,
https://image.pxgo.com.tw/pic/2025/02/27/f9e0735b2e334450b797487a41ee1d77.jpg,48,Extra益齒達無糖口香糖-香甜葡萄 36.4g,4718201213155 ,任2件90元
https://image.pxgo.com.tw/pic/2024/07/04/e6607861-5a91-444a-adda-c76337f12807.jpg,66,LOTTE XYLITOL綜合分享包(萊姆薄荷.清新薄荷.藍莓薄荷) 78.3g(3入),4712834455166 ,
https://image.pxgo.com.tw/pic/2025/02/27/7d59d541a16e4ffc9febbc277de84b6d.jpg,53,飛壘口香糖(綜合) 25gx5入,4710430000100 ,
https://image.pxgo.com.tw/pic/2025/02/27/6fd4b362b6ce4add909c155fe25b1ceb.jpg,48,AirwavesSUPER極酷嗆涼紫冰野梅 36.4g,4718201214862 ,任2件90元
https://image.pxgo.com.tw/pic/2025/02/26/029afc88824b4f23b3b6c0f0cdbbd8a7.jpg,58,易口舒無糖薄荷錠-沁涼薄荷 31g,47112506 ,任2件105元
https://image.pxgo.com.tw/pic/2025/02/27/0c1bcf716ef447ed9c7aa32670b42445.jpg,48,Airwaves超涼無糖口香糖-冷萃咖啡口味 36.4g,4718201210819 ,任2件90元
https://image.pxgo.com.tw/pic/2025/02/26/92ffc64ff31b4a27a35412d4f53da590.jpg,68,易口舒Plus草本潤喉薄荷糖-枇杷秋梨口味 30g,47118409 ,任2件129元
https://image.pxgo.com.tw/pic/2025/02/27/769f4444ec5e4560a86f44ffcbbcc283.jpg,116,青箭粒裝口香糖-薄荷口味超值包5入裝 140g,4718201211335 ,
https://image.pxgo.com.tw/pic/2025/02/26/02e648fb97434468845fef1700379727.jpg,68,易口舒Plus草本潤喉薄荷糖-蜂蜜檸檬口味 30g,47118393 ,任2件129元
https://image.pxgo.com.tw/pic/2025/02/27/26870f8af79d40408c68b5f215143a3a.jpg,48,Extra潔淨無糖口香糖-薄荷26粒 36.4g,4710716337180 ,任2件90元
https://image.pxgo.com.tw/pic/2025/02/26/c330364f5df749448670734c9774e21e.jpg,95,京都念慈菴枇杷潤喉糖-金桔檸檬味 60g,81364362560 ,
https://image.pxgo.com.tw/pic/2025/02/26/89c5bac5c9044919a52b2abe42abc7c1.jpg,75,飛雪涼原味特強口含片錠狀食品 21錠,96126851 ,
https://image.pxgo.com.tw/pic/2025/02/27/48303c15a77d42d1ad6a2927736226a3.jpg,104,Airwaves超涼薄荷糖-蜂蜜檸檬口味 90g(3條裝),4710716336251 ,任2件199元
https://image.pxgo.com.tw/pic/2024/05/10/2eca6d79-0bb7-4108-8202-1b8ceab8884c.jpg,90,蜂本舖蜂膠金桔檸檬潤喉糖 200g,4710773566608 ,
https://image.pxgo.com.tw/pxmart-pic/7610700600863/7610700600863.jpg,118,利口樂瑞士草本喉糖-原味 100g,7610700600863 ,
https://image.pxgo.com.tw/pic/2024/05/10/a321cd7e-aafc-439c-a991-cfefdb5b9c4c.jpg,90,蜂本舖蜂膠枇杷潤喉糖 200g,4710773566684 ,
https://image.pxgo.com.tw/pic/2025/02/26/b5381a28c0554e579b30d529e17a6257.jpg,58,易口舒無糖薄荷錠-繽紛野莓口味 31g,47113497 ,任2件105元
https://image.pxgo.com.tw/pic/2025/02/27/f45219c5e8d747ecb907108ce18952a8.jpg,58,易口舒無糖薄荷錠-沁甜西瓜 30g,4718201213728 ,任2件105元
https://image.pxgo.com.tw/pic/2025/02/27/532134fb369840c6be8e45c16374d412.jpg,45,飛壘口香糖對戰分享包 80g,4710430009653 ,
https://image.pxgo.com.tw/pic/2025/02/27/a7fca5d0fd71407dbdd124de1a7530a3.jpg,64,樺達硬喉糖-甘草金桔口味 76g,4718262112534 ,
https://image.pxgo.com.tw/pic/2024/05/10/bd30f79f-8518-4005-86ef-f2b1239fabd6.jpg,118,利口樂瑞士草本喉糖-檸檬 100g,7610700602393 ,
https://image.pxgo.com.tw/pxmart-pic/4550182145724/4550182145724.jpg,49,無印良品喉糖-柚子&金桔 38g,4550182145724 ,
https://image.pxgo.com.tw/pxmart-pic/4550344242155/4550344242155.jpg,49,無印良品喉糖-藍莓&薄荷 38g,4550344242155 ,
https://image.pxgo.com.tw/pic/2025/02/25/63148b15e988481fabbb4bd6f012ff32.jpg,22,美國黃檸檬＃１４０ 約100g,2611717714319 ,
https://image.pxgo.com.tw/pic/2025/02/25/aaa3541b33b54461ba70f07acaf20700.jpg,95,蜜棗（盒） 約550g,2611007714319 ,
https://image.pxgo.com.tw/pic/2025/02/25/770a264c5c92421ba959b711468220c5.jpg,109,聖女番茄 約550g,2611008414317 ,
https://image.pxgo.com.tw/pic/2025/02/25/10025f90a2d446c5aed46fce0d44c910.jpg,149,智利海運櫻桃（盒） 約300g,2611700114317 ,
https://image.pxgo.com.tw/pic/2025/02/25/9d3f42bfdb4c4c6cbe1d929573f75e27.jpg,89,聖女番茄（產地直採） 約450g,2612001914316 ,
https://image.pxgo.com.tw/pic/2025/02/25/506fccd18fd44fc49249932dd49ab58f.jpg,75,東勢明正里茂谷柑 4入/約700g,2612023514310 ,
https://image.pxgo.com.tw/pic/2025/02/25/8b335ddbfc3249df9ee0c85b7d6af552.jpg,79,台南鹽地番茄（產銷履歷） 約550g,2611204514316 ,
https://image.pxgo.com.tw/pic/2025/02/25/f87086b698ad44dca8001c17c3751d8e.jpg,38,茂谷柑＃２７ 約210g,2612006214312 ,
https://image.pxgo.com.tw/pic/2025/02/25/5935b55970834a4cb5d70373b3c42cd5.jpg,109,嫣紅番茄（產銷履歷） 約450g,2612037814314 ,
https://image.pxgo.com.tw/pic/2025/02/25/233077e6316a4ad584d126c7804f6f58.jpg,269,智利紅櫻桃 約600g,2611066614315 ,
https://image.pxgo.com.tw/pic/2025/02/25/dddeeadb62e24d03ac416b0371de8283.jpg,179,玉女小番茄 約550g,2611063314317 ,
https://image.pxgo.com.tw/pic/2025/02/25/f58a8e8715e246e3b1a54f702fc30174.jpg,32,美國Ｓｕｎｋｉｓｔ甜橙＃７２ 約250g,2611716114318 ,
https://image.pxgo.com.tw/pic/2025/02/25/5d276a792fcb47caa8315afcd01904c5.jpg,79,聖運番茄 約550g,2611008214313 ,
https://image.pxgo.com.tw/pic/2025/02/25/f4a260bee4964e5299059c52f2221938.jpg,109,桶柑 6入/約1200g,2611002314316 ,
https://image.pxgo.com.tw/pic/2025/02/27/d26a3f6e1ff74cd9aba4193402728e02.jpg,89,東勢明正里茂谷柑３入 3入/約600g,2612023414313 ,
https://image.pxgo.com.tw/pic/2025/02/27/e070409720b0453c9717ac647ce0d442.jpg,139,秘魯藍莓（大） 約250g,2611063114313 ,
https://image.pxgo.com.tw/pic/2025/02/25/375700eb948b4e78906bbe9f4b2bb6bb.jpg,65,祕魯優選藍莓 約125g,2611766014316 ,
https://image.pxgo.com.tw/pic/2025/02/25/7572002765164b3c865e298f892d85ce.jpg,119,旗山珍珠芭樂 約1000g,2611075914314 ,
https://image.pxgo.com.tw/pic/2025/02/25/63ff3e38fea8458ba58b59477eeab7c9.jpg,89,台灣茂谷柑（產銷履歷） 約1200g,2611207814314 ,
https://image.pxgo.com.tw/pic/2025/02/25/ea5dd69bf6164d50bf77321bdfdea85f.jpg,259,大湖美姬草莓 約300g,2612040514317 ,
https://image.pxgo.com.tw/pic/2025/02/25/5c1c66ab1f374bfc80d27c7d59a19ab6.jpg,229,ｍｉｎｉ草莓 約300g,2612042014310 ,
https://image.pxgo.com.tw/pic/2025/03/01/eea0de62e1f748ff90a9c6cd515bb2f1.jpg,10,美國進口富士蘋果＃１１３ 約160g,2611720714313 ,
https://image.pxgo.com.tw/pic/2025/02/25/08c2bcdc9d9d4d928ae64cbd2dc40d3f.jpg,39,日本青森蜜富士蘋果＃４６ 約190g,2611730414319 ,
https://image.pxgo.com.tw/pic/2025/02/25/196046128fec4aed8962f0d40f64bf6d.jpg,33,日本青森王林蘋果＃４６ 約190g,2611731114317 ,
https://image.pxgo.com.tw/pic/2025/02/25/a7f4b125990f41b3b9941640295c8dd8.jpg,39,日本青森王林蘋果＃４０ 約220g,2611731014310 ,
https://image.pxgo.com.tw/pic/2025/02/25/a9ea57eb50174a0a876d50e9615b098c.jpg,59,日本青森蜜富士蘋果＃４０ 約220g,2611730314312 ,
https://image.pxgo.com.tw/pic/2025/02/25/06ad98a7dd404772b57cca18f57a9b0f.jpg,65,日本青森王林蘋果＃３６ 約250g,2611731214314 ,
https://image.pxgo.com.tw/pic/2025/02/25/c70a6f5726ae48eaa82acc497da9bd1d.jpg,85,日本青森蜜富士蘋果＃１８ 約250g,2611826514312 ,
https://image.pxgo.com.tw/pic/2025/02/25/1a8f5ff74ede43f9929410fe31c2cf26.jpg,89,日本青森蜜富士蘋果＃１６ 約280g,2611707214317 ,
https://image.pxgo.com.tw/pic/2025/02/25/85f1b483bc7641fc923f040ac325648f.jpg,119,蕉滴滴 約600g,2611665314319 ,
https://image.pxgo.com.tw/pic/2025/02/25/dc4320b2c95b4bbe9d040e2c5300d09c.jpg,10,美國華盛頓富士蘋果＃１２５ 約140g,2611720814310 ,
https://image.pxgo.com.tw/pic/2025/02/25/4367540907ca4ac6a1fca7c5becddb96.jpg,10,美國進口富士蘋果＃１００ 約180g,2611720614316 ,
https://image.pxgo.com.tw/pic/2025/02/25/19d117424aae4662bc2456c85cc75107.jpg,22,美國華盛頓富士蘋果＃８８ 約200g,2611720514319 ,
https://image.pxgo.com.tw/pic/2025/02/25/630727235e634e7cb6cf8ee4a0123923.jpg,119,南投蕉６００ｇ 約600g,2612014214311 ,
https://image.pxgo.com.tw/pic/2025/02/25/53572338c4ad476aadf8ca9de28c3aa8.jpg,25,美國ＥＮＶＹ蘋果＃６４ 約250g,2611782714313 ,
https://image.pxgo.com.tw/pic/2025/02/25/a216910ebfc34a1cba5c1785301793d1.jpg,25,美國華盛頓富士蘋果＃６４ 約280g,2611720214318 ,
https://image.pxgo.com.tw/pic/2025/02/25/0e90da94441544129690feb043e91349.jpg,69,日本青森蜜富士蘋果＃３６ 約250g,2611731314311 ,
https://image.pxgo.com.tw/pic/2025/02/25/ba8ff89f2ef246ffa003b2c537060c63.jpg,159,紐西蘭樂淇小蘋果４入 約372g,2611604014317 ,
https://image.pxgo.com.tw/pic/2025/02/25/7eb6d405bebb43938bc778c03bb03f27.jpg,23,青江菜（產銷履歷） 約250g,2611500114319 ,
https://image.pxgo.com.tw/pic/2025/02/25/c49bf7b263b84d0ca7e2ed8e01523f10.jpg,23,小白菜（產銷履歷） 約250g,2611500214316 ,
https://image.pxgo.com.tw/pic/2025/02/25/edc7a51b4ca344bfab60b181a049de0e.jpg,23,大陸Ａ菜（產銷履歷） 約250g,2611500614314 ,
https://image.pxgo.com.tw/pic/2025/02/25/06ec3ef3fa574f10b66405f828a2eb53.jpg,22,青江白菜 約250g,2611020514316 ,
https://image.pxgo.com.tw/pic/2025/02/25/39b4bb2950ee467d8b55285e337bf945.jpg,22,大陸Ａ菜 約250g,2611037614313 ,
https://image.pxgo.com.tw/pic/2025/02/25/617b898dafd04f7988e25e49eb319cbe.jpg,22,有機青江菜 約250g,2611090714319 ,
https://image.pxgo.com.tw/pic/2025/02/25/65f1b1ecbedb4e4e87e33fffc8f02efe.jpg,35,菠菜 約250g,2611037314312 ,
https://image.pxgo.com.tw/pic/2025/02/25/ca1266e0975c40e78d7a2cf1999adf5a.jpg,22,有機小松菜 約250g,2611310214315 ,
https://image.pxgo.com.tw/pic/2025/02/25/fd41a73a1bf2469b865a114b1d5f3953.jpg,22,有機黑葉白菜 約250g,2611090614312 ,
https://image.pxgo.com.tw/pic/2025/02/25/5a84c9ae17d847878ce7333b7bf1a4bb.jpg,36,地瓜葉（產銷履歷） 約250g,2611500514317 ,
https://image.pxgo.com.tw/pic/2025/02/25/7aa25af9acbd46038452f92f82cc508d.jpg,36,本島萵苣（Ａ菜） 約250g,2611020314312 ,
https://image.pxgo.com.tw/pic/2025/02/25/5669d14e931b4fefac2a965ebab89839.jpg,36,極嫩地瓜葉 約150g,2612637014312 ,
https://image.pxgo.com.tw/pic/2025/02/25/c57582c6ec5844e29c84807e23064659.jpg,23,油菜（產銷履歷） 約250g,2611500914315 ,
https://image.pxgo.com.tw/pic/2025/02/25/f9bbba7932154c418c8bf1d728206335.jpg,49,芹菜 約200g,2611018914319 ,
https://image.pxgo.com.tw/pic/2025/02/25/16c6ab9063c64548a984bc476348356a.jpg,32,山茼蒿 約250g,2611618714319 ,
https://image.pxgo.com.tw/pic/2025/02/25/fa0d4ca108354e72884afa35fdb1668b.jpg,38,有機大陸Ａ菜 約250g,2611089614316 ,
https://image.pxgo.com.tw/pic/2025/02/25/4e27ce95da9544268895496998ca2a76.jpg,45,有機山茼蒿 約200g,2611310314312 ,
https://image.pxgo.com.tw/pic/2025/02/25/673f5f796f894ae0a554620cc5c74d78.jpg,45,有機青松菜 約250g,2611303914314 ,
https://image.pxgo.com.tw/pic/2025/02/25/67635bfea16347349de39db6b86f5ec6.jpg,32,茼蒿 約250g,2611018714315 ,
https://image.pxgo.com.tw/pic/2025/02/25/1ed6e20a1b83403eb4daa43d8b95c107.jpg,22,有機小白菜 約250g,2611090414318 ,
https://image.pxgo.com.tw/pic/2025/02/25/7a34d5a3192749f996fa3819528ba348.jpg,22,有機奶油白菜 約250g,2611303814317 ,
https://image.pxgo.com.tw/pic/2025/02/25/a4ce4bb10ab74f589f46a1975d964ba9.jpg,40,菠菜（產銷履歷） 約250g,2611501214315 ,
https://image.pxgo.com.tw/pic/2025/02/25/e782a13ba89548b1ab9da2dcc4ff3ea2.jpg,39,甜菠菜 約250g,2611085214312 ,
https://image.pxgo.com.tw/pic/2025/02/25/178918eb7d5344a18837fbaa70566fdb.jpg,36,有機羽衣甘藍 約100g,2611308614318 ,
https://image.pxgo.com.tw/pic/2025/02/25/5d03db80ec7f4d1a9cb918804cfcf1b2.jpg,55,芹菜（產銷履歷） 約250g,2611501614313 ,
https://image.pxgo.com.tw/pic/2025/02/25/7eb6d405bebb43938bc778c03bb03f27.jpg,23,青江菜（產銷履歷） 約250g,2611500114319 ,
https://image.pxgo.com.tw/pic/2025/02/25/c49bf7b263b84d0ca7e2ed8e01523f10.jpg,23,小白菜（產銷履歷） 約250g,2611500214316 ,
https://image.pxgo.com.tw/pic/2025/02/25/edc7a51b4ca344bfab60b181a049de0e.jpg,23,大陸Ａ菜（產銷履歷） 約250g,2611500614314 ,
https://image.pxgo.com.tw/pic/2025/02/25/06ec3ef3fa574f10b66405f828a2eb53.jpg,22,青江白菜 約250g,2611020514316 ,
https://image.pxgo.com.tw/pic/2025/02/25/39b4bb2950ee467d8b55285e337bf945.jpg,22,大陸Ａ菜 約250g,2611037614313 ,
https://image.pxgo.com.tw/pic/2025/02/25/617b898dafd04f7988e25e49eb319cbe.jpg,22,有機青江菜 約250g,2611090714319 ,
https://image.pxgo.com.tw/pic/2025/02/25/65f1b1ecbedb4e4e87e33fffc8f02efe.jpg,35,菠菜 約250g,2611037314312 ,
https://image.pxgo.com.tw/pic/2025/02/25/ca1266e0975c40e78d7a2cf1999adf5a.jpg,22,有機小松菜 約250g,2611310214315 ,
https://image.pxgo.com.tw/pic/2025/02/25/fd41a73a1bf2469b865a114b1d5f3953.jpg,22,有機黑葉白菜 約250g,2611090614312 ,
https://image.pxgo.com.tw/pic/2025/02/25/5a84c9ae17d847878ce7333b7bf1a4bb.jpg,36,地瓜葉（產銷履歷） 約250g,2611500514317 ,
https://image.pxgo.com.tw/pic/2025/02/25/7aa25af9acbd46038452f92f82cc508d.jpg,36,本島萵苣（Ａ菜） 約250g,2611020314312 ,
https://image.pxgo.com.tw/pic/2025/02/25/5669d14e931b4fefac2a965ebab89839.jpg,36,極嫩地瓜葉 約150g,2612637014312 ,
https://image.pxgo.com.tw/pic/2025/02/25/c57582c6ec5844e29c84807e23064659.jpg,23,油菜（產銷履歷） 約250g,2611500914315 ,
https://image.pxgo.com.tw/pic/2025/02/25/7a34d5a3192749f996fa3819528ba348.jpg,22,有機奶油白菜 約250g,2611303814317 ,
https://image.pxgo.com.tw/pic/2025/02/25/f9bbba7932154c418c8bf1d728206335.jpg,49,芹菜 約200g,2611018914319 ,
https://image.pxgo.com.tw/pic/2025/02/25/16c6ab9063c64548a984bc476348356a.jpg,32,山茼蒿 約250g,2611618714319 ,
